Id,Label,timeset,indegree,outdegree,Degree,modularity_class
2.065,2.065,,7,0,7,0
6.S897,6.S897,,8,0,8,2
ES.801,ES.801,,0,0,0,0
AS.112,AS.112,,3,2,5,3
ES.8012,ES.8012,,0,0,0,0
ES.802,ES.802,,2,0,2,4
ES.8022,ES.8022,,2,0,2,4
10.01,10.01,,0,1,1,3
ES.S10,ES.S10,,0,0,0,0
4.S48,4.S48,,8,0,8,2
20.219,20.219,,8,0,8,2
15.835,15.835,,0,0,0,0
ES.S20,ES.S20,,0,0,0,0
ES.S21,ES.S21,,0,0,0,0
ES.S30,ES.S30,,0,0,0,0
20.106,20.106,,2,0,2,4
2.072,2.072,,5,0,5,0
ES.S40,ES.S40,,0,0,0,0
2.074,2.074,,2,0,2,4
15.838,15.838,,0,0,0,0
ES.S41,ES.S41,,0,0,0,0
ES.S42,ES.S42,,0,0,0,0
4.S53,4.S53,,8,0,8,2
16.223,16.223,,14,0,14,0
ES.S51,ES.S51,,0,0,0,0
15.839,15.839,,8,0,8,2
2.081,2.081,,14,1,15,4
ES.S61,ES.S61,,0,0,0,0
1.087,1.087,,5,0,5,0
2.082,2.082,,2,1,3,4
ES.S71,ES.S71,,0,0,0,0
ES.UR,ES.UR,,0,0,0,0
6.S898,6.S898,,8,0,8,2
2.086,2.086,,4,4,8,4
ES.010,ES.010,,0,0,0,0
1.089,1.089,,7,0,7,1
2.087,2.087,,2,9,11,4
20.310,20.310,,5,0,5,4
9.601,9.601,,8,0,8,2
4.S54,4.S54,,8,0,8,2
9.59,9.59,,5,0,5,0
9.65,9.65,,3,1,4,0
8.422,8.422,,4,0,4,0
16.920,16.920,,6,1,7,0
4.S56,4.S56,,8,0,8,2
18.435,18.435,,8,1,9,1
4.S62,4.S62,,8,0,8,2
20.410,20.410,,6,0,6,4
EC.770,EC.770,,8,0,8,2
15.843,15.843,,5,0,5,0
4.S46,4.S46,,8,0,8,2
9.S911,9.S911,,8,0,8,2
HST.041,HST.041,,3,0,3,4
AS.212,AS.212,,3,2,5,3
4.S61,4.S61,,0,0,0,0
HST.061,HST.061,,3,0,3,4
HST.071,HST.071,,2,0,2,4
HST.081,HST.081,,4,0,4,0
20.260,20.260,,8,0,8,2
CSB.190,CSB.190,,8,0,8,2
HST.091,HST.091,,7,0,7,0
4.S66,4.S66,,8,0,8,2
HST.101,HST.101,,2,0,2,4
4.S67,4.S67,,8,0,8,2
HST.111,HST.111,,12,0,12,0
4.S68,4.S68,,8,0,8,2
HST.121,HST.121,,2,0,2,4
HST.131,HST.131,,8,0,8,2
EC.724,EC.724,,0,0,0,0
9.S915,9.S915,,8,0,8,2
2.151,2.151,,4,0,4,4
9.S917,9.S917,,8,0,8,2
2.152,2.152,,15,0,15,0
9.S913,9.S913,,8,0,8,2
9.S914,9.S914,,8,0,8,2
2.154,2.154,,2,0,2,0
2.153,2.153,,4,0,4,0
2.160,2.160,,4,0,4,0
9.S93,9.S93,,0,0,0,0
9.S92,9.S92,,3,0,3,0
9.THG,9.THG,,8,0,8,2
9.S94,9.S94,,0,0,0,0
2.165,2.165,,12,0,12,0
6.S912,6.S912,,8,0,8,2
9.S95,9.S95,,0,0,0,0
9.S96,9.S96,,0,0,0,0
2.166,2.166,,14,0,14,0
9.S97,9.S97,,0,0,0,0
2.167,2.167,,0,0,0,0
9.S98,9.S98,,0,0,0,0
2.171,2.171,,13,0,13,0
9.S99,9.S99,,0,0,0,0
9.UR,9.UR,,0,0,0,0
2.180,2.180,,17,0,17,1
9.URG,9.URG,,0,1,1,3
11.THT,11.THT,,0,0,0,0
21L.702,21L.702,,0,0,0,0
10.00,10.00,,2,0,2,4
10.02,10.02,,0,0,0,0
2.184,2.184,,12,0,12,0
10.04,10.04,,0,0,0,0
10.05,10.05,,0,1,1,3
10.06,10.06,,3,0,3,3
4.UR,4.UR,,8,0,8,2
10.10,10.10,,3,2,5,4
2.22,2.22,,3,0,3,0
EC.788,EC.788,,8,0,8,2
10.213,10.213,,2,5,7,4
10.22,10.22,,2,0,2,4
21M.293,21M.293,,0,0,0,0
21M.289,21M.289,,0,0,0,0
HST.147,HST.147,,8,0,8,2
5.73,5.73,,3,0,3,4
18.306,18.306,,5,0,5,4
HST.211,HST.211,,8,0,8,2
21H.141,21H.141,,0,0,0,0
HST.220,HST.220,,8,0,8,2
IDS.412,IDS.412,,0,1,1,3
HST.212,HST.212,,6,0,6,0
15.900,15.900,,0,1,1,3
10.25,10.25,,3,0,3,4
2.25,2.25,,4,3,7,4
15.879,15.879,,2,0,2,3
HST.426,HST.426,,0,0,0,0
12.950,12.950,,8,0,8,2
10.26,10.26,,16,0,16,4
2.29,2.29,,6,0,6,4
HST.500,HST.500,,0,0,0,0
6.S915,6.S915,,8,0,8,2
21M.303,21M.303,,6,0,6,0
17.051,17.051,,0,0,0,0
21M.302,21M.302,,13,0,13,0
15.903,15.903,,5,0,5,0
15.905,15.905,,0,0,0,0
6.S916,6.S916,,8,0,8,2
21L.640,21L.640,,0,0,0,0
4.500,4.500,,0,1,1,1
5.74,5.74,,4,0,4,0
2.51,2.51,,14,2,16,3
2.55,2.55,,4,0,4,0
2.52,2.52,,4,0,4,0
2.570,2.570,,13,0,13,0
HST.527,HST.527,,8,0,8,2
12.812,12.812,,14,0,14,0
22.313,22.313,,14,0,14,0
HST.531,HST.531,,0,0,0,0
6.S917,6.S917,,8,0,8,2
HST.533,HST.533,,5,0,5,0
HST.535,HST.535,,11,0,11,4
2.60,2.60,,14,0,14,4
12.971,12.971,,8,0,8,2
2.61,2.61,,4,0,4,0
2.603,2.603,,4,0,4,0
2.612,2.612,,4,0,4,0
STS.047,STS.047,,0,0,0,0
2.627,2.627,,8,0,8,2
12.980,12.980,,8,0,8,2
2.625,2.625,,18,0,18,0
HST.545,HST.545,,2,0,2,1
17.907,17.907,,0,0,0,0
21M.342,21M.342,,8,0,8,2
21A.01,21A.01,,0,0,0,0
EC.S07,EC.S07,,0,0,0,0
6.S918,6.S918,,8,0,8,2
12.982,12.982,,8,0,8,2
10.426,10.426,,13,0,13,0
EC.S08,EC.S08,,0,0,0,0
12.983,12.983,,8,0,8,2
10.643,10.643,,12,0,12,0
21M.355,21M.355,,8,0,8,2
12.IND,12.IND,,6,0,6,0
10.490,10.490,,5,0,5,0
18.338,18.338,,13,0,13,0
10.491,10.491,,5,0,5,0
21M.351,21M.351,,14,0,14,0
2.64,2.64,,2,0,2,3
EC.S11,EC.S11,,0,0,0,0
EC.711,EC.711,,0,0,0,0
HST.565,HST.565,,0,0,0,0
2.670,2.670,,0,4,4,4
HST.563,HST.563,,10,0,10,4
2.671,2.671,,4,4,8,4
10.973,10.973,,8,0,8,2
2.813,2.813,,12,0,12,0
20.309,20.309,,12,2,14,4
2.674,2.674,,13,0,13,1
2.676,2.676,,3,0,3,4
2.830,2.830,,9,0,9,0
2.678,2.678,,8,3,11,1
HST.590,HST.590,,0,0,0,0
HST.598,HST.598,,0,0,0,0
HST.599,HST.599,,8,0,8,2
HST.011,HST.011,,8,0,8,2
6.S977,6.S977,,8,0,8,2
2.683,2.683,,5,0,5,0
MAS.750,MAS.750,,8,0,8,2
4.S26,4.S26,,8,0,8,2
10.976,10.976,,8,0,8,2
2.687,2.687,,2,1,3,1
10.492,10.492,,2,0,2,3
21M.380,21M.380,,8,0,8,2
2.688,2.688,,2,0,2,4
10.493,10.493,,2,0,2,3
10.494,10.494,,2,0,2,3
10.50,10.50,,2,0,2,3
2.700,2.700,,3,0,3,0
2.70,2.70,,4,0,4,0
10.495,10.495,,12,0,12,0
10.977,10.977,,8,0,8,2
12.S493,12.S493,,8,0,8,2
ES.112,ES.112,,0,0,0,0
2.702,2.702,,5,1,6,0
2.703,2.703,,4,0,4,4
21M.362,21M.362,,13,0,13,0
11.205,11.205,,0,1,1,3
2.705,2.705,,5,0,5,0
2.704,2.704,,5,0,5,0
12.S590,12.S590,,8,0,8,2
2.707,2.707,,4,0,4,0
2.708,2.708,,0,0,0,0
2.71,2.71,,6,0,6,4
2.715,2.715,,8,0,8,2
12.S591,12.S591,,8,0,8,2
20.420,20.420,,2,1,3,4
2.717,2.717,,13,0,13,0
10.540,10.540,,16,0,16,0
10.983,10.983,,8,0,8,2
21M.401,21M.401,,0,0,0,0
10.984,10.984,,8,0,8,2
16.540,16.540,,11,0,11,0
HST.721,HST.721,,8,0,8,2
2.888,2.888,,0,0,0,0
10.552,10.552,,0,0,0,0
10.985,10.985,,8,0,8,2
HST.725,HST.725,,14,0,14,1
5.90,5.90,,8,0,8,2
6.S964,6.S964,,0,0,0,0
5.067,5.067,,14,0,14,0
6.907,6.907,,0,0,0,0
STS.056,STS.056,,0,0,0,0
10.407,10.407,,0,0,0,0
HST.562,HST.562,,0,0,0,0
10.992,10.992,,8,0,8,2
MAS.535,MAS.535,,0,0,0,0
6.902,6.902,,0,0,0,0
10.994,10.994,,8,0,8,2
7.29,7.29,,6,1,7,0
HST.953,HST.953,,8,0,8,2
EC.720,EC.720,,0,0,0,0
21M.215,21M.215,,8,0,8,2
EC.729,EC.729,,8,0,8,2
12.306,12.306,,11,0,11,4
2.994,2.994,,0,0,0,0
10.580,10.580,,5,0,5,0
10.585,10.585,,13,0,13,0
17.S912,17.S912,,0,0,0,0
HST.956,HST.956,,10,0,10,0
10.995,10.995,,8,0,8,2
10.591,10.591,,12,0,12,2
ES.1802,ES.1802,,8,0,8,1
10.606,10.606,,0,0,0,0
HST.980,HST.980,,0,0,0,0
10.997,10.997,,8,0,8,2
HST.S15,HST.S15,,0,0,0,0
2.737,2.737,,4,0,4,4
10.631,10.631,,4,0,4,0
15.783,15.783,,17,0,17,0
HST.S17,HST.S17,,0,0,0,0
2.995,2.995,,8,0,8,2
SCM.265,SCM.265,,16,0,16,0
IDS.411,IDS.411,,2,0,2,3
HST.S19,HST.S19,,8,0,8,2
7.31,7.31,,12,0,12,0
10.998,10.998,,0,0,0,0
HST.S49,HST.S49,,0,0,0,0
20.020,20.020,,0,1,1,3
10.S94,10.S94,,8,0,8,2
HST.S55,HST.S55,,0,0,0,0
10.S95,10.S95,,8,0,8,2
HST.S76,HST.S76,,8,0,8,2
2.760,2.760,,12,0,12,0
HST.S77,HST.S77,,8,0,8,2
HST.S78,HST.S78,,8,0,8,2
HST.S96,HST.S96,,8,0,8,2
HST.S97,HST.S97,,8,0,8,2
ES.1803,ES.1803,,8,0,8,1
HST.S99,HST.S99,,8,0,8,2
HST.THG,HST.THG,,8,0,8,2
11.229,11.229,,0,0,0,0
5.13,5.13,,4,6,10,4
10.644,10.644,,12,0,12,0
10.677,10.677,,12,0,12,0
5.301,5.301,,2,0,2,4
4.S40,4.S40,,0,0,0,0
7.341,7.341,,6,0,6,0
6.022,6.022,,18,0,18,1
IDS.522,IDS.522,,8,0,8,2
HST.194,HST.194,,7,0,7,0
HST.196,HST.196,,0,0,0,0
6.S975,6.S975,,0,0,0,0
18.655,18.655,,8,0,8,2
17.925,17.925,,0,0,0,0
2.799,2.799,,7,0,7,0
2.810,2.810,,3,0,3,4
3.371,3.371,,8,0,8,2
10.85,10.85,,0,0,0,0
10.86,10.86,,0,0,0,0
10.87,10.87,,0,0,0,0
10.90,10.90,,8,0,8,2
12.S592,12.S592,,8,0,8,2
21A.501,21A.501,,0,0,0,0
10.910,10.910,,0,0,0,0
10.911,10.911,,0,0,0,0
10.953,10.953,,0,0,0,0
10.954,10.954,,8,0,8,2
10.955,10.955,,8,0,8,2
10.956,10.956,,8,0,8,2
10.957,10.957,,8,0,8,2
10.958,10.958,,8,0,8,2
10.961,10.961,,8,0,8,2
4.504,4.504,,4,0,4,0
10.962,10.962,,8,0,8,2
10.964,10.964,,8,0,8,2
10.965,10.965,,8,0,8,2
10.966,10.966,,8,0,8,2
7.345,7.345,,6,0,6,0
10.967,10.967,,8,0,8,2
10.968,10.968,,8,0,8,2
10.969,10.969,,8,0,8,2
10.970,10.970,,8,0,8,2
7.S391,7.S391,,8,0,8,2
10.971,10.971,,8,0,8,2
10.974,10.974,,8,0,8,2
6.S979,6.S979,,8,0,8,2
15.066,15.066,,8,0,8,1
10.975,10.975,,8,0,8,2
EC.305,EC.305,,0,0,0,0
7.346,7.346,,6,0,6,0
11.469,11.469,,8,0,8,2
10.978,10.978,,8,0,8,2
10.981,10.981,,8,0,8,2
10.982,10.982,,8,0,8,2
12.S990,12.S990,,8,0,8,2
10.987,10.987,,8,0,8,2
7.347,7.347,,6,0,6,0
10.991,10.991,,8,0,8,2
2.96,2.96,,0,0,0,0
12.S991,12.S991,,8,0,8,2
2.961,2.961,,0,0,0,0
IDS.410,IDS.410,,0,0,0,0
11.236,11.236,,0,0,0,0
7.348,7.348,,6,0,6,0
12.S992,12.S992,,8,0,8,2
18.657,18.657,,8,0,8,2
IDS.521,IDS.521,,8,0,8,2
21M.235,21M.235,,13,0,13,0
12.800,12.800,,0,1,1,0
12.S993,12.S993,,8,0,8,2
15.S02,15.S02,,8,0,8,2
12.THG,12.THG,,8,0,8,2
5.THU,5.THU,,8,0,8,2
1.097,1.097,,0,0,0,0
IDS.951,IDS.951,,0,0,0,0
12.TIP,12.TIP,,0,0,0,0
1.092,1.092,,4,0,4,0
10.URG,10.URG,,0,0,0,0
12.URG,12.URG,,0,0,0,0
11.003,11.003,,2,0,2,3
15.S07,15.S07,,8,0,8,2
2.S97,2.S97,,0,0,0,0
12.UR,12.UR,,0,0,0,0
1.102,1.102,,13,0,13,1
7.371,7.371,,4,0,4,0
2.S982,2.S982,,8,0,8,2
2.S992,2.S992,,0,0,0,0
17.956,17.956,,8,0,8,2
2.S995,2.S995,,0,0,0,0
2.S998,2.S998,,8,0,8,2
2.009,2.009,,7,0,7,4
21H.321,21H.321,,0,0,0,0
21M.490,21M.490,,8,0,8,2
10.28,10.28,,12,0,12,4
2.THU,2.THU,,0,0,0,0
2.THG,2.THG,,11,0,11,2
3.35,3.35,,11,0,11,0
14.01,14.01,,0,13,13,3
21G.716J,21G.716J,,0,1,1,3
IDS.961,IDS.961,,0,0,0,0
11.124,11.124,,0,0,0,0
21G.738J,21G.738J,,0,1,1,3
IDS.971,IDS.971,,0,0,0,0
21G.740J,21G.740J,,0,1,1,3
IDS.S00,IDS.S00,,8,0,8,2
2.996,2.996,,8,0,8,2
7.394,7.394,,0,0,0,0
IDS.S10,IDS.S10,,8,0,8,2
2.701,2.701,,0,1,1,4
14.03,14.03,,12,1,13,3
IDS.S20,IDS.S20,,8,0,8,2
2.997,2.997,,8,0,8,2
IDS.S21,IDS.S21,,8,0,8,2
7.395,7.395,,0,0,0,0
IDS.S22,IDS.S22,,8,0,8,2
18.700,18.700,,8,14,22,1
14.02,14.02,,0,5,5,3
11.146,11.146,,0,0,0,0
IDS.S24,IDS.S24,,8,0,8,2
2.998,2.998,,8,0,8,2
IDS.S30,IDS.S30,,0,0,0,0
7.396,7.396,,0,0,0,0
11.148,11.148,,0,0,0,0
21H.220,21H.220,,0,0,0,0
IDS.S32,IDS.S32,,0,0,0,0
9.24,9.24,,3,0,3,3
STS.080,STS.080,,0,0,0,0
2.999,2.999,,8,0,8,2
21H.385,21H.385,,0,0,0,0
IDS.UR,IDS.UR,,0,0,0,0
11.156,11.156,,0,0,0,0
11.159,11.159,,0,0,0,0
10.UR,10.UR,,0,0,0,0
9.272,9.272,,8,0,8,2
2.S791,2.S791,,8,0,8,2
6.840,6.840,,0,2,2,1
17.957,17.957,,8,0,8,2
3.001,3.001,,0,0,0,0
3.004,3.004,,2,0,2,4
7.430,7.430,,8,0,8,2
2.S790,2.S790,,8,0,8,2
3.005,3.005,,0,0,0,0
3.012,3.012,,7,5,12,14
3.016,3.016,,8,4,12,1
7.431,7.431,,8,0,8,2
3.014,3.014,,0,4,4,14
15.S15,15.S15,,8,0,8,2
7.432,7.432,,8,0,8,2
18.408,18.408,,8,0,8,2
14.04,14.04,,2,6,8,3
3.024,3.024,,5,5,10,14
2.S007,2.S007,,0,0,0,0
3.034,3.034,,5,1,6,0
3.035,3.035,,8,0,8,2
2.S670,2.S670,,0,0,0,0
3.037,3.037,,8,0,8,2
21M.533,21M.533,,8,0,8,2
3.038,3.038,,8,0,8,2
11.237,11.237,,13,0,13,0
7.435,7.435,,8,0,8,2
2.S792,2.S792,,8,0,8,2
2.S980,2.S980,,8,0,8,2
17.958,17.958,,8,0,8,2
7.437,7.437,,8,0,8,2
2.S981,2.S981,,8,0,8,2
15.094,15.094,,13,0,13,0
1.151,1.151,,8,1,9,2
ES.5111,ES.5111,,0,0,0,0
11.005,11.005,,0,0,0,0
2.S972,2.S972,,0,0,0,0
15.S21,15.S21,,8,0,8,2
11.233,11.233,,8,1,9,3
11.006,11.006,,0,0,0,0
18.0851,18.0851,,0,1,1,1
MAS.132,MAS.132,,8,0,8,2
7.45,7.45,,4,0,4,0
2.S973,2.S973,,0,0,0,0
MAS.UR,MAS.UR,,0,0,0,0
11.238,11.238,,8,0,8,2
MAS.URG,MAS.URG,,0,0,0,0
3.044,3.044,,2,3,5,14
11.011,11.011,,0,0,0,0
MAS.490,MAS.490,,8,0,8,2
MAS.491,MAS.491,,8,0,8,2
3.046,3.046,,13,0,13,0
3.048,3.048,,2,0,2,14
11.250,11.250,,8,0,8,2
1.201,1.201,,8,0,8,2
2.S975,2.S975,,0,0,0,0
3.052,3.052,,12,0,12,0
11.255,11.255,,0,0,0,0
1.200,1.200,,2,0,2,1
MAS.533,MAS.533,,8,0,8,2
11.013,11.013,,0,0,0,0
11.260,11.260,,0,0,0,0
15.219,15.219,,0,0,0,0
20.363,20.363,,14,0,14,0
3.054,3.054,,4,0,4,0
17.959,17.959,,8,0,8,2
MAS.581,MAS.581,,0,0,0,0
MAS.600,MAS.600,,8,0,8,2
15.S24,15.S24,,8,0,8,2
3.064,3.064,,2,0,2,14
3.063,3.063,,5,0,5,0
11.014,11.014,,0,0,0,0
MAS.630,MAS.630,,8,0,8,2
ES.5112,ES.5112,,0,0,0,0
3.071,3.071,,5,0,5,0
3.07,3.07,,5,0,5,0
2.S996,2.S996,,8,0,8,2
24.635,24.635,,8,0,8,2
11.313,11.313,,8,0,8,2
18.418,18.418,,15,0,15,0
3.080,3.080,,14,0,14,0
3.074,3.074,,5,0,5,0
MAS.712,MAS.712,,8,0,8,2
11.318,11.318,,8,0,8,2
2.S997,2.S997,,8,0,8,2
MAS.756,MAS.756,,8,0,8,2
11.320,11.320,,8,0,8,2
3.086,3.086,,0,0,0,0
2.S990,2.S990,,0,0,0,0
3.091,3.091,,0,0,0,0
3.094,3.094,,0,0,0,0
3.095,3.095,,0,0,0,0
3.14,3.14,,2,0,2,14
3.152,3.152,,5,0,5,0
2.S991,2.S991,,0,0,0,0
3.15,3.15,,5,0,5,0
3.153,3.153,,5,0,5,0
3.154,3.154,,2,0,2,14
6.152,6.152,,16,0,16,1
24.01,24.01,,0,0,0,0
3.156,3.156,,3,0,3,14
15.794,15.794,,8,0,8,2
3.171,3.171,,2,0,2,14
2.S993,2.S993,,0,0,0,0
3.18,3.18,,2,0,2,14
17.960,17.960,,8,0,8,2
3.19,3.19,,4,0,4,0
2.S994,2.S994,,0,0,0,0
EC.701,EC.701,,0,0,0,0
3.20,3.20,,14,2,16,14
ES.7012,ES.7012,,0,0,0,0
3.21,3.21,,14,3,17,14
6.0001,6.0001,,0,4,4,4
15.784,15.784,,5,0,5,0
22.033,22.033,,0,0,0,0
MAS.771,MAS.771,,8,0,8,2
MAS.790,MAS.790,,8,0,8,2
18.424,18.424,,6,0,6,1
20.334,20.334,,12,0,12,0
MAS.808,MAS.808,,8,0,8,2
2.S999,2.S999,,8,0,8,2
MAS.834,MAS.834,,8,0,8,2
MAS.836,MAS.836,,8,0,8,2
11.338,11.338,,5,0,5,0
20.104,20.104,,3,0,3,4
11.027,11.027,,8,0,8,2
MAS.864,MAS.864,,8,0,8,2
11.351,11.351,,0,0,0,0
MAS.865,MAS.865,,7,0,7,0
MAS.890,MAS.890,,8,0,8,2
11.354,11.354,,0,0,0,0
MAS.910,MAS.910,,8,0,8,2
11.111,11.111,,11,0,11,0
MAS.912,MAS.912,,0,0,0,0
2.UR,2.UR,,0,0,0,0
18.217,18.217,,8,0,8,2
MAS.915,MAS.915,,8,0,8,2
11.360,11.360,,8,0,8,2
MAS.921,MAS.921,,8,0,8,2
11.123,11.123,,0,0,0,0
11.364,11.364,,14,0,14,0
11.367,11.367,,8,0,8,2
17.962,17.962,,8,0,8,2
MAS.S60,MAS.S60,,8,0,8,2
ES.7013,ES.7013,,0,0,0,0
18.703,18.703,,8,2,10,1
MAS.S62,MAS.S62,,8,0,8,2
MAS.S63,MAS.S63,,8,0,8,2
MAS.S64,MAS.S64,,8,0,8,2
MAS.S65,MAS.S65,,8,0,8,2
9.28,9.28,,4,0,4,0
MAS.S68,MAS.S68,,8,0,8,2
MAS.S69,MAS.S69,,8,0,8,2
MAS.S70,MAS.S70,,8,0,8,2
MAS.S71,MAS.S71,,8,0,8,2
RED.THG,RED.THG,,8,0,8,2
SP.120,SP.120,,2,0,2,5
3.38,3.38,,0,0,0,0
SP.100,SP.100,,0,0,0,0
SP.110,SP.110,,2,0,2,5
Master Subject,Master Subject,,12,0,12,2
SCM.250,SCM.250,,0,0,0,0
15.S58,15.S58,,8,0,8,2
SCM.252,SCM.252,,0,0,0,0
6.720,6.720,,7,0,7,0
SCM.253,SCM.253,,7,0,7,0
SCM.259,SCM.259,,0,0,0,0
15.785,15.785,,0,0,0,0
11.377,11.377,,8,0,8,2
11.380,11.380,,8,0,8,2
11.382,11.382,,8,0,8,2
6.002,6.002,,3,3,6,4
1.007,1.007,,0,0,0,0
11.381,11.381,,11,0,11,3
HST.176,HST.176,,4,0,4,0
1.013,1.013,,8,0,8,2
HST.S57,HST.S57,,8,0,8,2
11.401,11.401,,0,1,1,3
1.011,1.011,,0,1,1,4
IDS.S11,IDS.S11,,0,0,0,0
11.404,11.404,,0,0,0,0
6.552,6.552,,11,0,11,4
11.142,11.142,,0,0,0,0
11.433,11.433,,5,0,5,0
3.65,3.65,,8,0,8,2
11.434,11.434,,0,0,0,0
3.69,3.69,,0,0,0,0
11.436,11.436,,6,0,6,0
SCM.270,SCM.270,,0,0,0,0
3.697,3.697,,0,0,0,0
3.698,3.698,,0,0,0,0
3.699,3.699,,0,0,0,0
IDS.S23,IDS.S23,,8,0,8,2
SCM.290,SCM.290,,0,0,0,0
SCM.301,SCM.301,,0,0,0,0
2.017,2.017,,6,1,7,4
SCM.302,SCM.302,,0,0,0,0
11.457,11.457,,0,0,0,0
20.416,20.416,,0,0,0,0
SCM.S90,SCM.S90,,0,0,0,0
10.668,10.668,,14,0,14,0
3.94,3.94,,4,0,4,0
11.147,11.147,,8,0,8,2
1.018A,1.018A,,0,1,1,1
14.09,14.09,,2,0,2,3
18.705,18.705,,6,0,6,0
1.020,1.020,,4,0,4,4
5.54,5.54,,4,0,4,4
SCM.S92,SCM.S92,,0,0,0,0
2.341,2.341,,14,0,14,0
HST.191,HST.191,,8,0,8,1
11.470,11.470,,8,0,8,2
SCM.251,SCM.251,,13,0,13,2
STS.THU,STS.THU,,4,0,4,1
EC.715,EC.715,,0,0,0,0
STS.UR,STS.UR,,0,0,0,0
STS.001,STS.001,,0,0,0,0
3.982,3.982,,0,0,0,0
21H.351,21H.351,,0,0,0,0
3.983,3.983,,0,0,0,0
11.475,11.475,,0,0,0,0
3.984,3.984,,8,0,8,2
3.981,3.981,,0,0,0,0
3.989,3.989,,8,0,8,2
STS.003,STS.003,,0,0,0,0
3.985,3.985,,11,1,12,1
STS.004,STS.004,,0,0,0,0
IDS.URG,IDS.URG,,0,0,0,0
3.986,3.986,,0,1,1,1
3.987,3.987,,0,0,0,0
STS.007,STS.007,,0,0,0,0
3.990,3.990,,3,0,3,1
3.997,3.997,,8,0,8,2
STS.008,STS.008,,0,0,0,0
STS.009,STS.009,,0,0,0,0
3.993,3.993,,0,0,0,0
STS.011,STS.011,,0,0,0,0
15.S31,15.S31,,0,0,0,0
STS.012,STS.012,,0,0,0,0
3.S01,3.S01,,8,0,8,2
WGS.226,WGS.226,,0,0,0,0
11.158,11.158,,0,0,0,0
3.S03,3.S03,,8,0,8,2
11.490,11.490,,8,0,8,2
3.S05,3.S05,,8,0,8,2
STS.026,STS.026,,0,0,0,0
11.491,11.491,,4,0,4,0
3.S07,3.S07,,8,0,8,2
11.493,11.493,,0,0,0,0
3.S08,3.S08,,8,0,8,2
STS.028,STS.028,,0,0,0,0
3.S09,3.S09,,8,0,8,2
STS.032,STS.032,,0,0,0,0
3.S71,3.S71,,8,0,8,2
3.S72,3.S72,,8,0,8,2
STS.034,STS.034,,0,0,0,0
3.S74,3.S74,,8,0,8,2
STS.035,STS.035,,0,0,0,0
3.S75,3.S75,,8,0,8,2
3.S76,3.S76,,8,0,8,2
21M.645,21M.645,,0,0,0,0
3.S77,3.S77,,8,0,8,2
17.S917,17.S917,,0,0,0,0
STS.043,STS.043,,0,0,0,0
