Id,Label,timeset,indegree,outdegree,Degree,modularity_class
3.S78,3.S78,,8,0,8,2
3.S79,3.S79,,8,0,8,2
3.THG,3.THG,,8,0,8,2
15.031,15.031,,13,0,13,0
3.THU,3.THU,,0,0,0,0
3.UR,3.UR,,0,0,0,0
CC.UR,CC.UR,,8,0,8,2
STS.049,STS.049,,0,0,0,0
4.021,4.021,,0,1,1,1
STS.050,STS.050,,0,0,0,0
4.022,4.022,,0,1,1,1
4.023,4.023,,2,1,3,1
11.162,11.162,,0,0,0,0
12.S593,12.S593,,8,0,8,2
4.024,4.024,,3,1,4,1
4.093,4.093,,8,0,8,2
9.31,9.31,,4,0,4,0
4.025,4.025,,2,0,2,1
4.094,4.094,,8,0,8,2
4.02A,4.02A,,0,0,0,0
4.031,4.031,,0,0,0,0
4.032,4.032,,0,0,0,0
4.091,4.091,,0,0,0,0
21M.700,21M.700,,0,0,0,0
4.092,4.092,,0,0,0,0
4.100,4.100,,0,0,0,0
4.101,4.101,,0,0,0,0
11.499,11.499,,0,0,0,0
7.50,7.50,,3,0,3,3
4.S64,4.S64,,8,0,8,2
10.82,10.82,,0,0,0,0
15.795,15.795,,8,0,8,2
11.527,11.527,,8,0,8,2
2.74,2.74,,12,0,12,0
9.32,9.32,,6,0,6,0
18.453,18.453,,6,0,6,0
11.701,11.701,,0,0,0,0
4.109,4.109,,8,0,8,2
21M.706,21M.706,,0,0,0,0
4.117,4.117,,8,0,8,2
4.110,4.110,,0,0,0,0
10.84,10.84,,0,0,0,0
4.120,4.120,,8,0,8,2
11.800,11.800,,2,1,3,3
21M.705,21M.705,,13,0,13,0
11.903,11.903,,8,0,8,2
4.151,4.151,,8,0,8,2
14.126,14.126,,4,0,4,0
11.904,11.904,,8,0,8,2
4.153,4.153,,5,0,5,0
11.908,11.908,,0,0,0,0
STS.412,STS.412,,0,0,0,0
11.910,11.910,,0,0,0,0
11.920,11.920,,8,0,8,2
15.S45,15.S45,,0,0,0,0
11.961,11.961,,0,0,0,0
11.962,11.962,,8,0,8,2
4.184,4.184,,8,0,8,2
21L.011,21L.011,,0,0,0,0
4.185,4.185,,8,0,8,2
4.190,4.190,,8,0,8,2
4.191,4.191,,8,0,8,2
18.706,18.706,,6,0,6,0
4.192,4.192,,8,0,8,2
4.193,4.193,,8,0,8,2
STS.450,STS.450,,0,0,0,0
STS.454,STS.454,,0,0,0,0
STS.460,STS.460,,0,0,0,0
14.13,14.13,,4,0,4,0
STS.462,STS.462,,0,0,0,0
15.S50,15.S50,,8,0,8,2
17.S950,17.S950,,8,0,8,2
STS.901,STS.901,,8,0,8,2
15.S51,15.S51,,8,0,8,2
STS.800,STS.800,,0,0,0,0
STS.902,STS.902,,8,0,8,2
STS.903,STS.903,,8,0,8,2
STS.904,STS.904,,8,0,8,2
STS.S20,STS.S20,,0,0,0,0
STS.S21,STS.S21,,0,0,0,0
3.017,3.017,,15,0,15,14
STS.S91,STS.S91,,0,0,0,0
STS.S92,STS.S92,,0,0,0,0
18.504,18.504,,8,0,8,1
STS.THG,STS.THG,,8,0,8,2
NS.43,NS.43,,0,0,0,0
NS.42,NS.42,,5,0,5,0
2.750,2.750,,16,0,16,0
15.809,15.809,,0,0,0,0
14.147,14.147,,5,0,5,0
11.S945,11.S945,,8,0,8,2
17.261,17.261,,13,0,13,0
11.333,11.333,,0,0,0,0
11.S952,11.S952,,8,0,8,2
11.337,11.337,,0,0,0,0
3.022,3.022,,5,6,11,14
11.301,11.301,,8,1,9,2
17.S951,17.S951,,8,0,8,2
11.S956,11.S956,,8,0,8,2
NS.100,NS.100,,0,0,0,0
11.334,11.334,,8,0,8,2
3.032,3.032,,3,3,6,14
6.717,6.717,,11,0,11,4
15.S57,15.S57,,8,0,8,2
17.263,17.263,,0,0,0,0
15.810,15.810,,0,0,0,0
15.S59,15.S59,,8,0,8,2
3.036,3.036,,8,0,8,2
14.16,14.16,,12,0,12,0
21M.790,21M.790,,3,0,3,3
18.615,18.615,,7,1,8,0
11.S959,11.S959,,8,0,8,2
WGS.151,WGS.151,,0,0,0,0
11.S965,11.S965,,8,0,8,2
11.S967,11.S967,,8,0,8,2
15.S61,15.S61,,8,0,8,2
18.650,18.650,,7,0,7,0
11.S968,11.S968,,8,0,8,2
11.S969,11.S969,,8,0,8,2
WGS.181,WGS.181,,0,0,0,0
14.19,14.19,,4,0,4,0
11.THG,11.THG,,8,0,8,2
WGS.221,WGS.221,,0,0,0,0
21M.800,21M.800,,0,0,0,0
11.THU,11.THU,,4,0,4,1
3.039,3.039,,8,0,8,2
11.UR,11.UR,,0,0,0,0
WGS.224,WGS.224,,0,0,0,0
11.URG,11.URG,,0,0,0,0
12.000,12.000,,0,0,0,0
WGS.228,WGS.228,,0,0,0,0
3.04,3.04,,8,0,8,2
12.002,12.002,,2,1,3,4
15.S63,15.S63,,8,0,8,2
12.003,12.003,,2,1,3,4
3.042,3.042,,6,1,7,0
16.001,16.001,,4,3,7,4
12.005,12.005,,3,0,3,4
15.812,15.812,,0,0,0,0
12.007,12.007,,0,0,0,0
15.S64,15.S64,,8,0,8,2
WGS.242,WGS.242,,0,0,0,0
NS.12,NS.12,,0,0,0,0
12.010,12.010,,2,1,3,4
11.164,11.164,,8,0,8,2
12.009,12.009,,3,0,3,4
15.S65,15.S65,,8,0,8,2
12.012,12.012,,5,0,5,0
12.021,12.021,,3,0,3,4
17.S953,17.S953,,8,0,8,2
15.S66,15.S66,,8,0,8,2
12.086,12.086,,5,0,5,0
12.091,12.091,,8,0,8,2
12.090,12.090,,8,0,8,2
12.092,12.092,,0,0,0,0
12.093,12.093,,8,0,8,2
11.166,11.166,,8,0,8,2
12.094,12.094,,8,0,8,2
OR.THG,OR.THG,,8,0,8,2
12.095,12.095,,8,0,8,2
21M.809,21M.809,,8,0,8,2
12.096,12.096,,8,0,8,2
12.097,12.097,,8,0,8,2
12.098,12.098,,8,0,8,2
12.099,12.099,,8,0,8,2
12.102,12.102,,0,0,0,0
12.104,12.104,,8,0,8,1
12.108,12.108,,8,0,8,1
14.197,14.197,,0,0,0,0
12.109,12.109,,5,0,5,0
15.818,15.818,,0,0,0,0
15.2191,15.2191,,0,0,0,0
15.S69,15.S69,,8,0,8,2
11.169,11.169,,0,0,0,0
14.198,14.198,,0,0,0,0
15.S70,15.S70,,8,0,8,2
2.42,2.42,,8,0,8,2
21M.830,21M.830,,16,0,16,0
11.188,11.188,,0,0,0,0
15.S71,15.S71,,8,0,8,2
21M.840,21M.840,,0,0,0,0
11.189,11.189,,8,0,8,2
21A.902,21A.902,,0,0,0,0
15.S72,15.S72,,8,0,8,2
12.11,12.11,,0,0,0,0
11.190,11.190,,0,0,0,0
12.110B,12.110B,,5,0,5,0
12.511,12.511,,0,0,0,0
12.110A,12.110A,,4,0,4,0
12.113,12.113,,4,1,5,0
24.03,24.03,,0,0,0,0
12.115,12.115,,4,0,4,0
21M.842,21M.842,,0,0,0,0
11.191,11.191,,0,0,0,0
12.116,12.116,,4,0,4,0
9.35,9.35,,10,1,11,3
12.117B,12.117B,,5,0,5,0
12.117A,12.117A,,5,0,5,0
12.119,12.119,,0,0,0,0
11.192,11.192,,0,0,0,0
12.120,12.120,,8,0,8,2
12.141,12.141,,0,0,0,0
15.S75,15.S75,,8,0,8,2
12.158,12.158,,8,0,8,2
24.901,24.901,,5,3,8,0
12.170,12.170,,10,0,10,4
21M.846,21M.846,,0,0,0,0
12.174,12.174,,8,0,8,1
11.193,11.193,,0,0,0,0
15.THG,15.THG,,8,0,8,2
12.177,12.177,,14,0,14,1
11.194,11.194,,0,0,0,0
22.16,22.16,,12,0,12,0
SP.35UR,SP.35UR,,0,0,0,0
15.UR,15.UR,,0,0,0,0
17.267,17.267,,0,0,0,0
11.201,11.201,,0,0,0,0
SDM.THG,SDM.THG,,8,0,8,2
21M.851,21M.851,,8,0,8,2
11.202,11.202,,5,1,6,0
SP.3S50,SP.3S50,,8,0,8,2
21M.848,21M.848,,2,0,2,3
11.203,11.203,,0,2,2,3
24.902,24.902,,5,3,8,0
16.00,16.00,,0,0,0,0
SP.360,SP.360,,0,0,0,0
12.201,12.201,,2,0,2,4
12.213,12.213,,0,0,0,0
12.820,12.820,,6,0,6,0
MAS.S73,MAS.S73,,0,0,0,0
12.301,12.301,,17,0,17,1
6.01,6.01,,12,4,16,4
MAS.S74,MAS.S74,,0,0,0,0
11.220,11.220,,8,2,10,3
17.269,17.269,,0,0,0,0
12.318,12.318,,6,0,6,0
MAS.S75,MAS.S75,,8,0,8,2
15.828,15.828,,0,0,0,0
12.335,12.335,,8,1,9,1
11.225,11.225,,0,0,0,0
MAS.110,MAS.110,,0,0,0,0
MAS.111,MAS.111,,0,0,0,0
MAS.131,MAS.131,,8,0,8,2
15.389,15.389,,0,0,0,0
11.312,11.312,,0,0,0,0
18.726,18.726,,6,0,6,0
MAS.THG,MAS.THG,,8,0,8,2
12.S680,12.S680,,8,0,8,2
IDS.062,IDS.062,,8,0,8,2
2.500,2.500,,16,0,16,0
17.UR,17.UR,,0,0,0,0
CMS.842,CMS.842,,0,0,0,0
17.275,17.275,,0,0,0,0
15.833,15.833,,0,0,0,0
11.523,11.523,,8,0,8,2
AS.812,AS.812,,8,0,8,2
4.291,4.291,,8,0,8,2
4.299,4.299,,8,0,8,2
21H.UR,21H.UR,,0,0,0,0
24.118,24.118,,0,0,0,0
24.215,24.215,,0,0,0,0
24.241,24.241,,0,0,0,0
7.343,7.343,,6,0,6,0
12.823,12.823,,6,0,6,0
24.242,24.242,,12,0,12,0
24.244,24.244,,4,0,4,0
24.243,24.243,,12,0,12,0
24.245,24.245,,12,0,12,0
24.251,24.251,,0,0,0,0
24.260,24.260,,0,0,0,0
24.292,24.292,,0,0,0,0
17.28,17.28,,0,0,0,0
24.400,24.400,,8,0,8,2
24.293,24.293,,0,0,0,0
24.280,24.280,,0,0,0,0
AS.102,AS.102,,3,2,5,3
24.410,24.410,,8,0,8,2
18.704,18.704,,8,0,8,1
24.500,24.500,,8,0,8,2
24.501,24.501,,8,0,8,2
4.S41,4.S41,,0,0,0,0
24.502,24.502,,8,0,8,2
24.503,24.503,,8,0,8,2
24.601,24.601,,8,0,8,2
15.451,15.451,,5,0,5,0
24.602,24.602,,8,0,8,2
24.904,24.904,,13,0,13,0
18.708,18.708,,6,0,6,0
HST.582,HST.582,,6,0,6,1
18.725,18.725,,6,0,6,0
24.906,24.906,,5,0,5,0
MAS.690,MAS.690,,8,0,8,2
17.276,17.276,,10,0,10,2
12.824,12.824,,13,0,13,0
24.729,24.729,,8,0,8,2
18.715,18.715,,7,0,7,0
4.S45,4.S45,,8,0,8,2
24.892,24.892,,11,0,11,2
5.35U,5.35U,,0,0,0,0
24.908,24.908,,0,0,0,0
EC.740,EC.740,,0,0,0,0
16.003,16.003,,5,7,12,4
2.23,2.23,,2,0,2,4
15.572,15.572,,8,0,8,2
18.737,18.737,,6,0,6,0
4.520,4.520,,0,0,0,0
24.909,24.909,,3,0,3,0
24.912,24.912,,0,0,0,0
24.910,24.910,,11,0,11,0
12.524,12.524,,2,0,2,4
16.06,16.06,,3,1,4,4
24.914,24.914,,5,0,5,0
1.72,1.72,,0,1,1,4
15.3941,15.3941,,0,0,0,0
12.522,12.522,,3,0,3,4
21A.157,21A.157,,0,0,0,0
17.307,17.307,,8,0,8,2
15.840,15.840,,0,0,0,0
4.593,4.593,,8,0,8,2
4.227,4.227,,8,0,8,2
12.843,12.843,,13,0,13,0
21A.301,21A.301,,0,0,0,0
EC.750,EC.750,,0,0,0,0
21A.302,21A.302,,0,0,0,0
24.893,24.893,,8,0,8,2
15.395,15.395,,0,0,0,0
2.110,2.110,,8,0,8,1
21A.303,21A.303,,0,0,0,0
21A.305,21A.305,,0,0,0,0
18.757,18.757,,6,0,6,0
18.782,18.782,,6,0,6,0
6.008,6.008,,14,3,17,1
9.46,9.46,,5,0,5,3
8.231,8.231,,2,0,2,4
24.S96,24.S96,,8,0,8,2
4.612,4.612,,8,0,8,2
24.S94,24.S94,,8,0,8,2
21H.102,21H.102,,0,0,0,0
24.S95,24.S95,,8,0,8,2
15.396,15.396,,0,0,0,0
24.S93,24.S93,,0,0,0,0
6.009,6.009,,4,3,7,1
4.614,4.614,,0,0,0,0
4.619,4.619,,8,1,9,2
STS.027,STS.027,,8,0,8,2
24.S41,24.S41,,8,0,8,2
4.621,4.621,,8,1,9,2
24.S90,24.S90,,13,0,13,0
24.S40,24.S40,,0,0,0,0
4.625,4.625,,8,0,8,2
21A.310,21A.310,,0,0,0,0
4.S50,4.S50,,0,0,0,0
4.633,4.633,,8,0,8,2
4.640,4.640,,8,0,8,2
24.S00,24.S00,,0,0,0,0
24.S20,24.S20,,0,0,0,0
15.579,15.579,,0,0,0,0
24.993,24.993,,8,0,8,2
4.636,4.636,,0,0,0,0
21A.319,21A.319,,8,0,8,2
24.979,24.979,,8,0,8,2
4.641,4.641,,0,0,0,0
24.981,24.981,,14,0,14,0
24.973,24.973,,8,0,8,2
4.645,4.645,,13,0,13,0
14.391,14.391,,2,0,2,3
24.URG,24.URG,,0,0,0,0
4.661,4.661,,8,1,9,2
4.675,4.675,,0,0,0,0
4.647,4.647,,12,0,12,0
AS.811,AS.811,,12,0,12,2
6.011,6.011,,4,4,8,1
4.651,4.651,,0,0,0,0
AS.512,AS.512,,12,0,12,2
21A.300,21A.300,,0,0,0,0
4.657,4.657,,0,0,0,0
AS.511,AS.511,,13,0,13,2
4.671,4.671,,0,0,0,0
EC.780,EC.780,,0,0,0,0
6.012,6.012,,4,2,6,1
12.476,12.476,,8,0,8,2
15.580,15.580,,0,0,0,0
SCM.S91,SCM.S91,,0,0,0,0
6.02,6.02,,4,0,4,0
4.677,4.677,,8,0,8,2
21H.380,21H.380,,0,0,0,0
4.683,4.683,,8,0,8,2
17.310,17.310,,8,0,8,2
4.684,4.684,,8,0,8,2
4.685,4.685,,8,0,8,2
AS.411,AS.411,,3,2,5,3
4.686,4.686,,3,0,3,2
AS.402,AS.402,,3,1,4,3
4.689,4.689,,8,0,8,2
4.687,4.687,,2,0,2,2
AS.401,AS.401,,3,2,5,3
4.691,4.691,,8,0,8,2
16.100,16.100,,2,0,2,4
4.693,4.693,,8,0,8,2
AS.312,AS.312,,3,2,5,3
15.599,15.599,,8,0,8,2
4.S00,4.S00,,8,0,8,2
4.S13,4.S13,,8,0,8,2
4.S12,4.S12,,8,0,8,2
AS.311,AS.311,,3,2,5,3
4.S02,4.S02,,0,0,0,0
4.S10,4.S10,,0,0,0,0
4.S11,4.S11,,0,0,0,0
12.533,12.533,,8,0,8,2
AS.302,AS.302,,3,2,5,3
4.S22,4.S22,,8,0,8,2
4.S23,4.S23,,8,0,8,2
4.S20,4.S20,,0,0,0,0
AS.301,AS.301,,3,2,5,3
4.S21,4.S21,,0,0,0,0
4.S24,4.S24,,8,0,8,2
4.S25,4.S25,,8,0,8,2
4.S27,4.S27,,8,0,8,2
4.S32,4.S32,,8,0,8,2
4.S33,4.S33,,8,0,8,2
AS.211,AS.211,,3,2,5,3
4.S30,4.S30,,0,0,0,0
4.S31,4.S31,,0,0,0,0
4.S34,4.S34,,8,0,8,2
21A.429,21A.429,,8,0,8,2
AS.202,AS.202,,3,2,5,3
21M.269,21M.269,,13,0,13,0
2.785,2.785,,11,0,11,4
21A.461,21A.461,,0,0,0,0
7.THG,7.THG,,8,0,8,2
17.315,17.315,,0,0,0,0
4.S43,4.S43,,8,0,8,2
4.S42,4.S42,,8,0,8,2
AS.201,AS.201,,3,2,5,3
AS.111,AS.111,,5,1,6,0
AS.101,AS.101,,4,1,5,0
4.S55,4.S55,,8,0,8,2
4.S63,4.S63,,8,0,8,2
4.S60,4.S60,,0,0,0,0
MAS.837,MAS.837,,8,0,8,2
4.S65,4.S65,,8,0,8,2
2.79,2.79,,11,0,11,4
MAS.862,MAS.862,,8,0,8,2
4.THU,4.THU,,6,0,6,0
21A.801,21A.801,,0,0,0,0
MAS.700,MAS.700,,8,0,8,2
5.03,5.03,,4,6,10,4
EC.900,EC.900,,0,0,0,0
EC.910,EC.910,,0,0,0,0
EC.980,EC.980,,0,0,0,0
EC.990,EC.990,,0,0,0,0
EC.S00,EC.S00,,0,0,0,0
EC.S01,EC.S01,,0,0,0,0
EC.S02,EC.S02,,0,0,0,0
21A.506,21A.506,,0,0,0,0
EC.S03,EC.S03,,0,0,0,0
EC.S04,EC.S04,,0,0,0,0
EC.S05,EC.S05,,0,0,0,0
EC.S06,EC.S06,,0,0,0,0
EC.S09,EC.S09,,0,0,0,0
11.352,11.352,,0,0,0,0
EC.S10,EC.S10,,0,0,0,0
EC.S12,EC.S12,,0,0,0,0
EC.S13,EC.S13,,0,0,0,0
17.320,17.320,,8,0,8,2
EC.UR,EC.UR,,0,0,0,0
EC.URG,EC.URG,,0,0,0,0
15.429,15.429,,15,0,15,0
EC.050,EC.050,,0,0,0,0
STS.088,STS.088,,0,0,0,0
EC.074,EC.074,,0,0,0,0
16.680,16.680,,0,0,0,0
EC.075,EC.075,,0,0,0,0
11.601,11.601,,0,0,0,0
5.068,5.068,,2,0,2,4
STS.095,STS.095,,8,0,8,2
5.353,5.353,,0,1,1,4
3.S70,3.S70,,8,0,8,2
MAS.914,MAS.914,,8,0,8,2
5.363,5.363,,2,3,5,4
21A.306,21A.306,,0,0,0,0
21W.773,21W.773,,0,0,0,0
5.361,5.361,,0,1,1,4
EC.717,EC.717,,0,0,0,0
5.362,5.362,,0,0,0,0
EC.210,EC.210,,0,0,0,0
7.05,7.05,,16,20,36,4
EC.310,EC.310,,0,0,0,0
5.36U,5.36U,,0,0,0,0
22.51,22.51,,3,0,3,0
5.371,5.371,,2,0,2,4
5.37,5.37,,0,0,0,0
5.372,5.372,,2,0,2,4
EC.700,EC.700,,0,0,0,0
21A.551,21A.551,,14,0,14,0
5.373,5.373,,3,0,3,4
EC.714,EC.714,,0,0,0,0
5.37U,5.37U,,0,0,0,0
5.381,5.381,,2,0,2,4
5.38,5.38,,0,0,0,0
18.300,18.300,,3,0,3,4
21W.785,21W.785,,0,0,0,0
5.382,5.382,,4,0,4,4
9.54,9.54,,4,0,4,0
EC.721,EC.721,,0,0,0,0
5.383,5.383,,3,0,3,4
15.6171,15.6171,,0,0,0,0
5.44,5.44,,16,0,16,0
5.43,5.43,,4,1,5,0
EC.722,EC.722,,0,0,0,0
5.45,5.45,,2,0,2,4
EM.411,EM.411,,8,0,8,2
EM.S22,EM.S22,,8,0,8,2
EM.S21,EM.S21,,8,0,8,2
EM.S20,EM.S20,,8,0,8,2
EM.451,EM.451,,8,0,8,2
21A.308,21A.308,,0,0,0,0
EM.441,EM.441,,8,0,8,2
EM.442,EM.442,,11,0,11,2
4.431,4.431,,8,0,8,2
EM.421,EM.421,,6,0,6,0
MAS.950,MAS.950,,8,0,8,2
STS.096,STS.096,,0,0,0,0
EM.413,EM.413,,6,0,6,0
EM.THG,EM.THG,,8,0,8,2
3.22,3.22,,12,1,13,14
EM.39,EM.39,,13,0,13,0
EM.412,EM.412,,5,0,5,0
MS.401,MS.401,,6,0,6,0
MS.402,MS.402,,6,0,6,0
3.23,3.23,,2,0,2,4
MS.101,MS.101,,6,0,6,0
MS.102,MS.102,,5,0,5,0
MAS.S61,MAS.S61,,8,0,8,2
MS.302,MS.302,,12,0,12,2
MS.202,MS.202,,12,0,12,2
MS.201,MS.201,,12,0,12,2
15.618,15.618,,0,0,0,0
22.75,22.75,,13,0,13,0
4.432,4.432,,8,0,8,2
2.04,2.04,,0,1,1,4
21G.110,21G.110,,14,0,14,0
3.S73,3.S73,,8,0,8,2
12.850,12.850,,0,0,0,0
EC.719,EC.719,,0,0,0,0
22.74,22.74,,13,0,13,0
21W.794,21W.794,,8,0,8,2
6.730,6.730,,2,0,2,4
3.320,3.320,,12,0,12,0
MS.110,MS.110,,0,0,0,0
15.473,15.473,,0,0,0,0
15.444,15.444,,6,0,6,0
17.486,17.486,,8,0,8,2
NS.31,NS.31,,0,0,0,0
16.301,16.301,,0,0,0,0
NS.41,NS.41,,0,0,0,0
NS.33,NS.33,,0,0,0,0
NS.22,NS.22,,0,0,0,0
NS.32,NS.32,,11,0,11,2
NS.11,NS.11,,0,0,0,0
HST.583,HST.583,,3,0,3,1
3.33,3.33,,2,0,2,14
15.471,15.471,,0,0,0,0
NS.21,NS.21,,0,0,0,0
OR.THP,OR.THP,,8,0,8,2
21A.929,21A.929,,0,0,0,0
21A.939,21A.939,,0,0,0,0
21A.949,21A.949,,0,0,0,0
5.72,5.72,,12,0,12,0
21A.950,21A.950,,0,0,0,0
16.32,16.32,,2,0,2,1
21A.S01,21A.S01,,0,0,0,0
21A.S02,21A.S02,,0,0,0,0
1.322,1.322,,4,0,4,0
21A.S10,21A.S10,,0,0,0,0
21A.S11,21A.S11,,0,0,0,0
7.71,7.71,,4,0,4,0
21A.THT,21A.THT,,0,0,0,0
21A.THU,21A.THU,,6,0,6,1
5.80,5.80,,3,0,3,4
21A.UR,21A.UR,,0,0,0,0
18.305,18.305,,8,0,8,0
5.913,5.913,,8,0,8,2
5.83,5.83,,12,0,12,0
21A.URG,21A.URG,,0,0,0,0
5.891,5.891,,0,0,0,0
15.620,15.620,,0,0,0,0
21A.00,21A.00,,0,1,1,1
5.892,5.892,,0,0,0,0
4.251,4.251,,14,0,14,0
5.921,5.921,,8,0,8,2
24.900,24.900,,0,1,1,3
WGS.225,WGS.225,,0,0,0,0
12.860,12.860,,8,0,8,2
5.941,5.941,,4,0,4,0
21A.111,21A.111,,0,0,0,0
STS.310,STS.310,,8,0,8,2
5.THG,5.THG,,8,0,8,2
21A.120,21A.120,,0,0,0,0
6.03,6.03,,2,0,2,4
5.UR,5.UR,,0,0,0,0
5.URG,5.URG,,0,0,0,0
21A.140,21A.140,,0,0,0,0
6.00,6.00,,0,3,3,3
4.S69,4.S69,,8,0,8,2
21A.141,21A.141,,0,0,0,0
21G.039,21G.039,,0,0,0,0
6.0002,6.0002,,12,6,18,4
21A.150,21A.150,,0,0,0,0
21A.155,21A.155,,0,0,0,0
6.004,6.004,,0,4,4,1
21A.156,21A.156,,0,0,0,0
6.031,6.031,,4,8,12,1
21H.991,21H.991,,0,1,1,3
8.033,8.033,,2,4,6,4
4.587,4.587,,12,0,12,0
6.007,6.007,,3,1,4,4
6.035,6.035,,2,0,2,1
6.034,6.034,,4,1,5,0
21W.898,21W.898,,8,0,8,2
3.41,3.41,,2,0,2,14
EC.790,EC.790,,0,0,0,0
14.453,14.453,,2,1,3,3
21W.899,21W.899,,8,0,8,2
8.044,8.044,,2,7,9,4
12.853,12.853,,14,0,14,0
6.037,6.037,,0,0,0,0
21W.S60,21W.S60,,0,0,0,0
18.303,18.303,,6,0,6,0
6.036,6.036,,4,1,5,0
6.041A,6.041A,,8,3,11,1
6.013,6.013,,2,5,7,4
8.05,8.05,,4,8,12,4
6.042,6.042,,8,5,13,1
21W.THG,21W.THG,,8,0,8,2
14.462,14.462,,4,0,4,0
3.44,3.44,,2,0,2,14
15.875,15.875,,6,0,6,0
8.051,8.051,,2,0,2,4
6.041B,6.041B,,6,18,24,1
11.S949,11.S949,,8,0,8,2
12.862,12.862,,5,0,5,0
21A.502,21A.502,,0,0,0,0
4.488,4.488,,8,0,8,2
21A.504,21A.504,,0,0,0,0
8.07,8.07,,2,4,6,4
21A.505,21A.505,,0,0,0,0
8.06,8.06,,4,0,4,0
6.046,6.046,,3,3,6,1
21A.508,21A.508,,0,0,0,0
21W.THU,21W.THU,,6,0,6,1
21A.509,21A.509,,0,0,0,0
6.045,6.045,,5,2,7,1
21A.520,21A.520,,0,0,0,0
21A.550,21A.550,,0,0,0,0
1.364,1.364,,4,0,4,0
21A.400,21A.400,,0,0,0,0
21W.UR,21W.UR,,0,0,0,0
7.87,7.87,,10,0,10,3
21A.809,21A.809,,8,0,8,2
21A.802,21A.802,,8,0,8,2
14.471,14.471,,4,0,4,0
21A.819,21A.819,,8,0,8,2
STS.360,STS.360,,2,0,2,3
21A.859,21A.859,,0,1,1,3
4.463,4.463,,13,0,13,0
21G.S02,21G.S02,,0,0,0,0
EC.718,EC.718,,0,0,0,0
21W.URG,21W.URG,,0,0,0,0
21G.S03,21G.S03,,0,0,0,0
12.385,12.385,,8,0,8,2
6.047,6.047,,11,0,11,1
21W.011,21W.011,,0,0,0,0
18.965,18.965,,7,1,8,0
11.376,11.376,,8,0,8,2
4.481,4.481,,8,0,8,2
STS.340,STS.340,,8,0,8,2
8.09,8.09,,4,0,4,0
18.952,18.952,,3,0,3,1
7.33,7.33,,3,0,3,4
15.418,15.418,,5,0,5,0
21W.012,21W.012,,0,0,0,0
21W.740,21W.740,,0,0,0,0
8.14,8.14,,2,0,2,4
2.016,2.016,,4,3,7,0
21W.013,21W.013,,0,0,0,0
18.966,18.966,,6,0,6,0
21W.014,21W.014,,0,0,0,0
21G.410,21G.410,,6,2,8,0
